,code,occupation,tasks,score
3131,8142,Plastic Products Machine Operators,"Operating and monitoring machines which shape plastic materials by moulding, extrusion, cutting and other means",0.1
3132,8142,Plastic Products Machine Operators,Operating and monitoring machines which laminate plastics and plastic-impregnated materials,0.1
3133,8142,Plastic Products Machine Operators,Operating and monitoring machines which compress plastic powder into pellets,0.1
3134,8142,Plastic Products Machine Operators,Operating and monitoring machines which emboss designs on plastic sheets,0.2
3135,8142,Plastic Products Machine Operators,"Operating and monitoring machines which make plastic products such as domestic articles, moulded footwear, toys and industrial accessories",0.15
3136,8143,Paper Products Machine Operators,"Operating machines which seal paper to cardboard, cut it to the required length or cut and crease cardboard or paperboard to form box blanks",0.1
3137,8143,Paper Products Machine Operators,"Operating pressing machines which form drinking cups or other containers from paper, paperboard or cardboard",0.1
3138,8143,Paper Products Machine Operators,"Operating machines which cut, fold and seal paper to make envelopes and paper bags, or which form bags from other materials",0.1
3139,8143,Paper Products Machine Operators,Operating machines which make joss paper and other ceremonial paper products used in praying and other religious activities,0.1
3140,8151,"Fibre Preparing, Spinning And Winding Machine Operators",Operating machines which combine textile fibres into uniform blends,0.1
3141,8151,"Fibre Preparing, Spinning And Winding Machine Operators","Operating machines which clean and fluff textile fibres, transform them into sliver, comb them into sliver for first drawing, combine slivers into sliver lap or sliver laps into ribbon lap, combine several slivers into one attenuated strand of regular quality and weight",0.1
3142,8151,"Fibre Preparing, Spinning And Winding Machine Operators",Operating machines which transform sliver into roving,0.1
3143,8151,"Fibre Preparing, Spinning And Winding Machine Operators","Operating machines which spin thread and yarn from roving, wind two or more threads onto a bobbin, twist two or more strands of yarn or thread into a single heavier and stronger strand, or wind yarn or thread from one package to another",0.1
3144,8152,Weaving And Knitting Machine Operators,"Operating machines used to weave or knit plain or printed cloth, tapestry, lace, carpets, garments, net, hosiery or other fabrics or articles",0.2
3145,8153,Sewing Machine Operators,"Operating and monitoring standard or specialised single- or multiple-needle sewing machines to make or repair garments, gloves and miscellaneous products of textile or leather, and embroidering ornamental designs on textile or other materials",0.1
3146,8153,Sewing Machine Operators,Performing equipment maintenance tasks such as replacing needles,0.1
3147,8153,Sewing Machine Operators,"Attaching buttons, hooks, zips, fasteners or other accessories to fabric",0.05
3148,8154,"Bleaching, Dyeing And Fabric Cleaning Machine Operators",Operating and monitoring machines which treat textile products to lighten their colour or to give them a specific colour,0.2
3149,8154,"Bleaching, Dyeing And Fabric Cleaning Machine Operators","Operating and monitoring machines which wash or dry-clean textile or leather products to remove dirt, impurities, excess chemicals or natural gum",0.1
3150,8154,"Bleaching, Dyeing And Fabric Cleaning Machine Operators",Operating and monitoring machines which shrink cloth or strengthen the weave by interlocking the fibres,0.1
3151,8154,"Bleaching, Dyeing And Fabric Cleaning Machine Operators",Operating and monitoring machines which impregnate textiles with chemicals to render them waterproof,0.2
3152,8154,"Bleaching, Dyeing And Fabric Cleaning Machine Operators",Operating and monitoring machines which treat silk to give it body and weight,0.2
3153,8154,"Bleaching, Dyeing And Fabric Cleaning Machine Operators","Operating and monitoring machines which press, stretch or impart lustre, or other type of finishes on textiles",0.1
3154,8155,Fur And Leather Preparing Machine Operators,"Operating and monitoring machines which remove flesh, fat and hair from pelts before curing",0.1
3155,8155,Fur And Leather Preparing Machine Operators,Operating and monitoring machines which treat hides and skins in solutions and apply a finishing product to convert them into leather,0.1
3156,8155,Fur And Leather Preparing Machine Operators,Operating and monitoring machines which apply dyes and stains to leather,0.1
3157,8156,Shoemaking And Related Machine Operators,Operating and monitoring machines which mark patterns and cut shoe parts,0.2
3158,8156,Shoemaking And Related Machine Operators,"Operating and monitoring machines which sew shoe parts together, or edge, polish, or apply ornaments and perform finishing tasks",0.1
3159,8156,Shoemaking And Related Machine Operators,"Operating and monitoring machines which produce luggage, handbags, belts and other accessories, as well as other items such as collars or harnesses",0.2
3160,8157,Laundry Machine Operators,"Sorting articles for cleaning according to type, colour, fabric and cleaning treatment required",0.1
3161,8157,Laundry Machine Operators,Placing sorted articles into containers and onto conveyor belts to be brought to the repair and cleaning areas,0.1
3162,8157,Laundry Machine Operators,"Checking and removing stains from garments, and replacing buttons and making minor repairs",0.1
3163,8157,Laundry Machine Operators,"Loading and unloading washing machines, driers and extractors",0.05
3164,8157,Laundry Machine Operators,Adding cleaning agents and starches to laundry articles,0.1
3165,8157,Laundry Machine Operators,Monitoring laundry articles and guiding them through cleaning and pressing machines,0.1
3166,8157,Laundry Machine Operators,"Stopping and starting machines to untangle, straighten and remove laundry articles",0.1
3167,8157,Laundry Machine Operators,Placing laundry articles on shelves and hanging laundry articles for delivery and collection,0.1
3168,8157,Laundry Machine Operators,And packing laundry articles and preparing orders for delivery.,0.1
3169,8159,"Textile, Fur And Leather Products Machine Operators Not Elesewhere Classified","Operating and monitoring machines which make hats, mattresses or miscellaneous articles such as braids, lace or other trimmings",0.1
3170,8161,Food And Related Products Machine Operators,Operating machines used to slaughter animals and to cut animal carcasses or fish into standard pieces,0.1
3171,8161,Food And Related Products Machine Operators,"Operating machines which pasteurise, homogenise and heat-treat milk and cream",0.1
3172,8161,Food And Related Products Machine Operators,"Operating machinery used for the production of flour, food and animal feed, and for processing rice",0.1
3173,8161,Food And Related Products Machine Operators,"Operating machines which mix and blend flour with other ingredients to prepare dough for the production of bread, pastries, pasta, noodles and related products",0.1
3174,8161,Food And Related Products Machine Operators,Operating machines which extract juice from fruit and vegetables by heating or processing,0.1
3175,8161,Food And Related Products Machine Operators,Operating machines which crush sugar cane or extract juice from sugar beet,0.1
3176,8161,Food And Related Products Machine Operators,"Operating machines which process barley and other grains used in making distilled and malt liquors, and controlling the fermentation process",0.2
3177,8161,Food And Related Products Machine Operators,"Operating machines which process tobacco in preparation for manufacturing cigarettes, cigar and other tobacco products",0.2
3178,8171,Pulp And Papermaking Plant Operators,Operating and monitoring chipper and grinding machines which make pulp from logs,0.1
3179,8171,Pulp And Papermaking Plant Operators,"Operating and monitoring digesters which produce pulp from materials such as wood, old paper, esparto, straw or scrap-pulp and scrap paper",0.2
3180,8171,Pulp And Papermaking Plant Operators,"Operating and monitoring machines which bleach wood pulp, old paper, esparto, straw or scrap-pulp and scrap paper",0.2
3181,8171,Pulp And Papermaking Plant Operators,"Operating and monitoring machines which mix, beat and hydrate pulp and other ingredients to prepare materials to make paper",0.2
3182,8171,Pulp And Papermaking Plant Operators,"Cutting old paper, wastepaper and straws into small pieces with a cutting machine to make paper pulp",0.1
3183,8171,Pulp And Papermaking Plant Operators,Operating valves to charge raw materials into digester,0.1
3184,8171,Pulp And Papermaking Plant Operators,"Operating and monitoring papermaker machines and equipment in which wet pulp is formed into paper or in which paper is dried, lubricated, wound, slit, and rewound",0.1
3185,8171,Pulp And Papermaking Plant Operators,Operating and monitoring lubrication machines used to impart gloss and finishes on paper surface,0.2
3186,8171,Pulp And Papermaking Plant Operators,Operating and monitoring machinery and equipment used to glaze or impregnate paper with coating mixture,0.2
3187,8172,Wood Processing Plant Operators,Operating and monitoring log in-feed and conveyor systems,0.2
3188,8172,Wood Processing Plant Operators,"Operating and monitoring head saws, resaws and multi-blade saws to saw logs, slabs or wings and remove rough edges from sawn timber",0.1
3189,8172,Wood Processing Plant Operators,Operating and monitoring machines which cut veneer,0.2
3190,8172,Wood Processing Plant Operators,Operating and monitoring plywood core-laying machines and hot-plate plywood presses,0.1
3191,8172,Wood Processing Plant Operators,Operating steam-heated kilns to desiccate wood,0.1
3192,8172,Wood Processing Plant Operators,Operating equipment which desiccates wood,0.1
3193,8172,Wood Processing Plant Operators,Operating dryer to dry freshly shaped veneer sheets,0.1
3194,8172,Wood Processing Plant Operators,Operating machines to clip continuous veneer sheets to specified width,0.1
3195,8173,Wood Products Machine Operators,"Setting up and operating one or more previously set up machines for sawing, shaping, boring, planning, turning or carving wood",0.1
3196,8181,Glass And Ceramics Plant Operators,Operating and monitoring glass-making furnaces to make glass by melting and fusing pre-mixed ingredients,0.1
3197,8181,Glass And Ceramics Plant Operators,Tending hot- or cold-end spray equipment used to coat glassware with surface hardener,0.1
3198,8181,Glass And Ceramics Plant Operators,"Operating and maintaining machines that press or blow molten glass in moulds to form or shape containers, such as bottles, jars and drinking glasses",0.1
3199,8181,Glass And Ceramics Plant Operators,Operating hand presses to mould glass into the required shape,0.1
3200,8181,Glass And Ceramics Plant Operators,Operating drawing kilns to process molten glass into a continuous sheet of flat glass,0.1
3201,8181,Glass And Ceramics Plant Operators,Operating and monitoring floating-glass production plant,0.2
3202,8181,Glass And Ceramics Plant Operators,"Operating and maintaining finishing machines to grind, drill, sand, bevel, decorate, wash or polish glass or glass products",0.1
3203,8181,Glass And Ceramics Plant Operators,Setting up and operating press machines to mould ceramic articles from moist clay,0.1
3204,8181,Glass And Ceramics Plant Operators,Operating machines to mix clay with water to knead it into a suitable plastic condition or semi-liquid form for making ceramic products,0.1
3205,8181,Glass And Ceramics Plant Operators,"Operating and monitoring kilns which bake pottery, porcelain ware and bake bricks and tiles",0.2
3206,8181,Glass And Ceramics Plant Operators,Operating and monitoring machines for making glaze or abrasives,0.2
3207,8181,Glass And Ceramics Plant Operators,Operating and monitoring machines which extrude molten glass to form fibreglass filaments,0.2
3208,8181,Glass And Ceramics Plant Operators,"Observing finished products to identify splits, cracks, breaks, colour and other imperfections",0.2
3209,8182,Steam Engine And Boiler Operators,Operating and monitoring coal or oil-fired steam engines or boilers,0.2
3210,8182,Steam Engine And Boiler Operators,"Monitoring and checking the performance of equipment to ensure efficient operation and that boiler water, chemicals and fuel are maintained at required levels",0.2
3211,8182,Steam Engine And Boiler Operators,Testing the boiler water quality and taking necessary corrective action such as adding chemicals to prevent corrosion and harmful deposits,0.2
3212,8182,Steam Engine And Boiler Operators,"Responsible for the operation of the department's plant/static machinery, whether steam boilers or internal combustion engines, scheduled/periodic maintenance on boilers, boiler safety procedures as well as management of support systems related to boilers",0.2
3213,8183,"Packing, Bottling And Labelling Machine Operators","Inspecting finished products or parts in compliance with manufacturer's finish, physical appearance and standards",0.2
3214,8183,"Packing, Bottling And Labelling Machine Operators","Operating machines which wrap and pack various products, including liquids, for storage or shipment",0.1
3215,8183,"Packing, Bottling And Labelling Machine Operators","Operating machines which, by gluing or other methods, label products, packages and various containers, or add revenue stamps",0.1
3216,8189,Stationary Plant And Machine Operators Not Elsewhere Classified,"Inspecting finished products or parts in compliance with manufacturer's finish, physical appearance and standards",0.2
3217,8211,Mechanical Machinery Assemblers,"Assembling the components or parts of mechanical machinery, engines and vehicles according to specifications",0.1
3218,8212,Electrical And Electronic Equipment Assemblers,Assembling the components or parts of electrical and electronic equipment according to specifications,0.1
3219,8212,Electrical And Electronic Equipment Assemblers,Inspecting and testing completed components and assemblies,0.1
3220,8213,"Leather, Metal, Rubber And Plastic Products Assemblers","Assembling the leather, metal, rubber or plastic components or parts of various types of products according to specifications",0.1
3221,8219,Assemblers Not Elsewhere Classified,Assembling components or parts according to specifications,0.1
3222,8219,Assemblers Not Elsewhere Classified,"Inspecting finished products or parts thereof to ensure compliance with finish, physical condition, and manufacturer's standards",0.2
3223,8221,Machine-Tool Setter-Operators,Setting up one or more types of machine tools to produce articles in standardised series,0.2
3224,8221,Machine-Tool Setter-Operators,"Operating and monitoring particular types of work machines such as lathes, stamping presses, power shears, metal-bending, milling, sizer, boring, drilling, grinding, honing or metal-sawing machines which may be numerically controlled or linked by an automatic-transfer machine",0.2
3225,8311,Locomotive Engine Drivers,Operating and maintaining passenger trains,0.2
3226,8311,Locomotive Engine Drivers,"Driving or assisting in driving a steam, electric or diesel-electric locomotive engine",0.1
3227,8311,Locomotive Engine Drivers,Driving a locomotive to haul carriages underground or on the surface of a mine or quarry,0.1
3228,8311,Locomotive Engine Drivers,"Watching for track hazards, observing signals and indicator gauges",0.2
3229,8311,Locomotive Engine Drivers,Operating communications systems to communicate with train crews and traffic controllers to ensure safe operation and scheduling of trains,0.45
3230,8312,"Railway Brake, Signal And Switch Operators",Taking charge of and safeguarding freight train during runs,0.2
3231,8312,"Railway Brake, Signal And Switch Operators",Controlling flow of railway traffic over section of line by operating signals and switches from control panel or signal box,0.3
3232,8312,"Railway Brake, Signal And Switch Operators","Switching and coupling rolling stock in railway yards and sidings in accordance with orders about loading, unloading and make-up of trains",0.15
3233,8312,"Railway Brake, Signal And Switch Operators",Making up trains for hauling by locomotive or cable and directing their movement along haulage ways in a mine or quarry,0.25
3234,8312,"Railway Brake, Signal And Switch Operators","Checking train systems and equipment such as air conditioning and heating systems, brakes and brake hoses prior to train run",0.1
3235,8321,Motorcycle Riders (Drivers),"Driving and tending motorcycles or motorised tricycles to transport materials, goods and passengers",0.1
3236,8321,Motorcycle Riders (Drivers),Observing traffic rules and signals,0.1
3237,8321,Motorcycle Riders (Drivers),Cleaning and washing vehicle as well as performing maintenance and minor repairs,0.1
3238,8321,Motorcycle Riders (Drivers),Keeping a record of journeys,0.85
3239,8321,Motorcycle Riders (Drivers),Delivering messages,0.1
3240,8322,"Car, Taxi And Van Drivers","Driving and tending a heavy motor vehicles to transport goods, liquids or heavy materials over short or long distances",0.1
3241,8322,"Car, Taxi And Van Drivers",Determining the most appropriate routes,0.7
3242,8322,"Car, Taxi And Van Drivers",Ensuring goods are stowed and securely covered to prevent loss and damage,0.1
3243,8322,"Car, Taxi And Van Drivers",Assisting with or carrying out loading or unloading operations using various lifting or tipping devices,0.1
3244,8322,"Car, Taxi And Van Drivers","Carrying out minor maintenance to vehicles, and arranging major maintenance and repairs",0.1
3245,8322,"Car, Taxi And Van Drivers","Estimating weights to comply with load limitations, and ensuring the safe distribution of weights",0.2
3246,8331,Bus And Tram Drivers,"Driving and tending motor bus, trolley bus or motor coach to transport local or long-distance passengers, mail or goods",0.1
3247,8331,Bus And Tram Drivers,Driving and tending street tramcar transporting passengers,0.1
3248,8331,Bus And Tram Drivers,Opening and closing doors before or after passengers board or alight,0.1
3249,8331,Bus And Tram Drivers,Assisting passengers with luggage,0.1
3250,8331,Bus And Tram Drivers,"Controlling lighting, heating and air-conditioning on buses and trams",0.2
3251,8331,Bus And Tram Drivers,Observing traffic rules to ensure safe progress,0.1
3252,8331,Bus And Tram Drivers,Collecting fares or verifying that passengers have the necessary ticket,0.1
3253,8332,Heavy Truck And Lorry Drivers,"Driving and tending a heavy motor vehicles to transport goods, liquids or heavy materials over short or long distances",0.1
3254,8332,Heavy Truck And Lorry Drivers,Determining the most appropriate routes,0.6
3255,8332,Heavy Truck And Lorry Drivers,Ensuring goods are stowed and securely covered to prevent loss and damage,0.1
3256,8332,Heavy Truck And Lorry Drivers,Assisting with or carrying out loading or unloading operations using various lifting or tipping devices,0.1
3257,8332,Heavy Truck And Lorry Drivers,"Carrying out minor maintenance to vehicles, and arranging major maintenance and repairs",0.1
3258,8332,Heavy Truck And Lorry Drivers,"Estimating weights to comply with load limitations, and ensuring the safe distribution of weights",0.2
3259,8341,Mobile Farm And Forestry Plant Operators,"Driving or operating tractor or machinery for ploughing, sowing, harvesting, or other special-purpose farm machinery, or similar tractor-drawn equipment",0.1
3260,8341,Mobile Farm And Forestry Plant Operators,Servicing machinery and performing minor repairs,0.1
3261,8342,Earth-Moving And Related Plant Operators,"Operating and monitoring excavating machines equipped with moveable shovel, grab-bucket or dragline bucket to excavate and move earth, rock, sand, gravel or similar materials",0.1
3262,8342,Earth-Moving And Related Plant Operators,"Operating and monitoring machines for digging trenches for sewers, drainage, water, oil, gas or similar pipelines",0.1
3263,8342,Earth-Moving And Related Plant Operators,"Operating and monitoring machines equipped with a concave steel blade to move, distribute and level earth, sand and other materials",0.1
3264,8342,Earth-Moving And Related Plant Operators,"Operating and monitoring equipment to remove sand, gravel and mud from the bottom of a body of water",0.1
3265,8342,Earth-Moving And Related Plant Operators,"Operating and monitoring machines for hammering wooden, concrete or steel piles into the ground",0.1
3266,8342,Earth-Moving And Related Plant Operators,"Operating and monitoring power rollers to compact and smooth layers of materials in making roads, pavements and similar work",0.2
3267,8342,Earth-Moving And Related Plant Operators,"Operating and monitoring machines which spread and smooth concrete or bituminous or tar preparations to construct roadways, roads or similar work",0.1
3268,8343,"Crane, Hoist And Related Plant Operators","Transferring, transporting, moving and organising any type of load such as bulk cargo, break bulk cargo, container, machines, etc. from the ship to the pier or vice versa, to warehouses, workshops, and other places involving moving machinery such as forklifts, tractors, prime movers, transfer cranes, transtainer cranes, straddle cranes, kangaroo cranes, gantry cranes, laufting cranes and levelling cranes",0.1
3269,8343,"Crane, Hoist And Related Plant Operators","Operating and monitoring stationary or mobile cranes to lift, move, position or place equipment and materials",0.1
3270,8343,"Crane, Hoist And Related Plant Operators","Operating and monitoring equipment for hoisting, lowering or raising workers and materials on construction sites or in mines",0.1
3271,8343,"Crane, Hoist And Related Plant Operators",Operating and monitoring ski-lifts and similar equipment,0.2
3272,8343,"Crane, Hoist And Related Plant Operators","Operating and monitoring machinery used to haul ferries or barges with goods, passengers and vehicles across short stretches of water",0.2
3273,8343,"Crane, Hoist And Related Plant Operators",Operating and monitoring machinery to open and close bridges for the passage of road and water traffic,0.2
3274,8343,"Crane, Hoist And Related Plant Operators",Operating and monitoring cranes equipped with dredging attachments to dredge waterways and other areas,0.1
3275,8343,"Crane, Hoist And Related Plant Operators","Operating cranes mounted on boats or barges to lift, move and place equipment and materials",0.1
3276,8344,Lifting Truck Operators,"Operating and monitoring lifting trucks and similar equipment to load and unload, transport, lift and stack goods and pallets in terminals, harbours, warehouses, factories and other establishments",0.1
3277,8344,Lifting Truck Operators,"Positioning lifting devices under, over, or around loaded pallets, skids and boxes, and securing materials or products to be transported to fixed areas",0.1
3278,8344,Lifting Truck Operators,Inspecting equipment to identify wear and damage,0.1
3279,8344,Lifting Truck Operators,Performing routine maintenance on vehicles and equipment,0.1
3280,8344,Lifting Truck Operators,Keeping records of work undertaken and breakdowns of vehicles,0.75
3281,8351,Ships Deck Crews And Related Workers,Standing look-out watches at sea and when entering or leaving harbours or other narrow waters,0.1
3282,8351,Ships Deck Crews And Related Workers,Steering the ship according to instructions,0.2
3283,8351,Ships Deck Crews And Related Workers,"Handling ropes and wires, and operating mooring equipment",0.05
3284,8351,Ships Deck Crews And Related Workers,"Maintaining and operating ship equipment, cargo gear, rigging, life-saving and fire-fighting appliances",0.1
3285,8351,Ships Deck Crews And Related Workers,"Performing deck and hull cleaning, scraping, painting and other maintenance duties as required",0.1
3286,8351,Ships Deck Crews And Related Workers,"Breaking out, rigging and stowing cargo-handling gear, stationary rigging and running gear",0.1
3287,9111,Domestic Cleaners And Helpers,"Sweeping, vacuum cleaning, polishing and washing floors and furniture, or washing windows and other fixtures",0.05
3288,9111,Domestic Cleaners And Helpers,"Washing, ironing and cleaning linen and other textiles",0.05
3289,9111,Domestic Cleaners And Helpers,Washing dishes,0.05
3290,9111,Domestic Cleaners And Helpers,"Preparing, cooking and serving meals and refreshments",0.1
3291,9111,Domestic Cleaners And Helpers,Purchasing food and other various household supplies,0.2
3292,9111,Domestic Cleaners And Helpers,"Cleaning, disinfecting and deodorising kitchens, bathrooms and toilets",0.05
3293,9111,Domestic Cleaners And Helpers,Cleaning windows and other glass surfaces,0.05
3294,9112,"Cleaners And Helpers In Offices, Hotels And Other Establishments","Sweeping or vacuum-cleaning, washing and polishing floors, furniture and other fixtures in buildings, coaches, buses, trams, trains and aircraft",0.05
3295,9112,"Cleaners And Helpers In Offices, Hotels And Other Establishments","Making beds, cleaning bathrooms, supplying towels, soap and related items",0.1
3296,9112,"Cleaners And Helpers In Offices, Hotels And Other Establishments","Cleaning kitchens and generally helping with kitchen work, including dishwashing",0.1
3297,9112,"Cleaners And Helpers In Offices, Hotels And Other Establishments","Picking up rubbish, emptying dustbins and taking rubbish to disposal areas for removal",0.05
3298,9121,Hand Launderers And Ironers,"Laundering and ironing linen, clothing, fabrics and similar articles by hand in a laundry or other establishment",0.05
3299,9121,Hand Launderers And Ironers,"Cleaning clothes, fabrics, leather goods and similar articles by hand and with chemical solutions in a dry-cleaning or other establishment",0.05
3300,9121,Hand Launderers And Ironers,Replacing buttons and making minor repairs,0.1
3301,9121,Hand Launderers And Ironers,Placing articles on shelves and hanging articles for delivery and collection,0.05
3302,9122,Vehicle Cleaners,"Cleaning, washing and polishing cars and other vehicles by hand or machine",0.05
3303,9122,Vehicle Cleaners,Vacuuming vehicle interiors and dry-cleaning carpets and upholstery,0.05
3304,9122,Vehicle Cleaners,Applying cleaning agents to remove stains from vehicle interiors,0.05
3305,9122,Vehicle Cleaners,Washing tyres and wheel arches and blackening tyres,0
3306,9122,Vehicle Cleaners,Washing and polishing vehicle windows,0
3307,9122,Vehicle Cleaners,Emptying and cleaning compartments in vehicles,0.05
3308,9123,Surface And Window Cleaners,",washing windows or other glass or non-glass surfaces with water or various solutions, drying and polishing them",0.05
3309,9123,Surface And Window Cleaners,",using ladders, swinging scaffolds, bosun’s chairs, hydraulic bucket trucks and other equipment to reach and clean windows in multi-storey buildings",0.05
3310,9123,Surface And Window Cleaners,",selecting appropriate cleaning or polishing methods",0.1
3311,9129,Other Cleaning Workers Not Elsewhere Classified,"Cleaning windows, materials, walls, swimming pools, cooling towers and objects such as carpets using special equipment and cleaning chemicals",0.05
3312,9129,Other Cleaning Workers Not Elsewhere Classified,Selecting and applying cleaning agents to remove stains,0.1
3313,9129,Other Cleaning Workers Not Elsewhere Classified,"Cleaning stone walls, metal surfaces and fascias using high pressure water cleaners and solvents",0.05
3314,9129,Other Cleaning Workers Not Elsewhere Classified,"Applying chemicals and high pressure cleaning methods to remove micro-organisms from water and filtration systems and using wet vacuums and other suction equipment to remove scale, accumulated dirt and other deposits from swimming pools, cooling tower components and drains",0.1
3315,9211,Crop Farm Labourers,Digging and shovelling to clean ditches or for other purposes,0.05
3316,9211,Crop Farm Labourers,Loading and unloading various crops and other materials,0.05
3317,9211,Crop Farm Labourers,"Raking, pitching and stacking hay",0.05
3318,9211,Crop Farm Labourers,Watering and weeding,0.1
3319,9211,Crop Farm Labourers,"Picking fruit, vegetables and various plants",0.05
3320,9211,Crop Farm Labourers,"Helping with planting, harvesting and general farm work",0.1
3321,9211,Crop Farm Labourers,Carrying out some basic work on produce such as cleaning and peeling fruit,0.05
3322,9212,Livestock Farm Labourers,Digging and shovelling to clean ditches or for other purposes,0.05
3323,9212,Livestock Farm Labourers,"Raking, pitching and stacking hay",0.05
3324,9212,Livestock Farm Labourers,Watering and weeding,0.05
3325,9212,Livestock Farm Labourers,"Feeding, watering and cleaning animals and keeping their stockyard clean",0.1
3326,9212,Livestock Farm Labourers,Collecting eggs and placing them in the incubator,0.05
3327,9212,Livestock Farm Labourers,Carrying out some basic work on the produce,0.1
3328,9213,Mixed Crop And Livestock Farm Labourers,Digging and shovelling to clean ditches or for other purposes,0.05
3329,9213,Mixed Crop And Livestock Farm Labourers,Loading and unloading various crops and other materials,0.05
3330,9213,Mixed Crop And Livestock Farm Labourers,"Raking, pitching and stacking hay",0.05
3331,9213,Mixed Crop And Livestock Farm Labourers,Watering and weeding,0.1
3332,9213,Mixed Crop And Livestock Farm Labourers,"Picking fruit, vegetables and various plants",0.1
3333,9213,Mixed Crop And Livestock Farm Labourers,"Helping with planting, harvesting and general farm work",0.1
3334,9213,Mixed Crop And Livestock Farm Labourers,"Feeding, watering and cleaning animals and keeping their stockyard clean",0.1
3335,9213,Mixed Crop And Livestock Farm Labourers,Carrying out some basic work on the produce,0.1
3336,9214,Garden And Horticultural Labourers,"Preparing the soil and planting flowers, shrubs and trees in parks or public or private gardens",0.1
3337,9214,Garden And Horticultural Labourers,"Trimming and clipping around paths, flower beds and fencing using clippers and edging tools",0.05
3338,9214,Garden And Horticultural Labourers,Pruning shrubs and trees to shape and promote growth using pruning tools,0.1
3339,9214,Garden And Horticultural Labourers,Weeding and tending plants,0.1
3340,9214,Garden And Horticultural Labourers,Spraying shrubs and trees with fertiliser or insecticide,0.05
3341,9214,Garden And Horticultural Labourers,"Raking, sweeping and burning leaves, grass or litter",0.05
3342,9214,Garden And Horticultural Labourers,"Watering the lawn and plants using a hose, watering can or fixed or portable sprinkler system",0.05
3343,9215,Forestry Labourers,Digging holes for tree planting,0.05
3344,9215,Forestry Labourers,Stacking logs and timber,0.05
3345,9215,Forestry Labourers,Clearing undergrowth in forest stands,0.05
3346,9215,Forestry Labourers,Cleaning up landing areas at logging sites,0.05
3347,9215,Forestry Labourers,"Digging pits and holes, setting traps, keeping watch and performing other simple tasks connected to hunting and trapping",0.1
3348,9215,Forestry Labourers,Carrying out some basic work on the produce,0.1
3349,9215,Forestry Labourers,Supervising other workers.,0.3
3350,9216,Fishery And Aquaculture Labourers,Digging the sea-bed and feeding the fish and molluscs that are being cultivated,0.05
3351,9216,Fishery And Aquaculture Labourers,Cleaning up the ocean floor and feeding the fish and molluscs,0.1
3352,9216,Fishery And Aquaculture Labourers,"Collecting seaweed, sea mosses, clams and other molluscs",0.1
3353,9216,Fishery And Aquaculture Labourers,"Preparing nets, lines and maintaining fishing equipment and other deck equipment",0.1
3354,9216,Fishery And Aquaculture Labourers,Handling fishing gear to catch fish and other marine life,0.1
3355,9216,Fishery And Aquaculture Labourers,"Cleaning, sorting and packing of fish and seafood in ice and salt",0.05
3356,9216,Fishery And Aquaculture Labourers,Cleaning the surface of the deck and fish holds,0.05
3357,9216,Fishery And Aquaculture Labourers,Carrying out some basic work on the produce,0.1
3358,9219,"Agricultural, Forestry, Farming And Fishery Labourers Not Elsewhere Classified","Tending, maintaining and cleaning sheds and cages",0.1
3359,9311,Mining And Quarrying Labourers,Washing the sluice gauge to recover tin concentrate using the pan,0.05
3360,9311,Mining And Quarrying Labourers,Maintaining or constructing underground installations,0.1
3361,9311,Mining And Quarrying Labourers,Removing wood and steel supports from disused work areas in mines and quarries,0.05
3362,9311,Mining And Quarrying Labourers,"Loading, moving, sorting and stacking materials and supplies",0.1
3363,9311,Mining And Quarrying Labourers,"Digging out chalk, clay, gravel or sand from open pits",0.05
3364,9311,Mining And Quarrying Labourers,Clearing various obstructions as instructed,0.1
3365,9312,Civil Engineering Labourers,"Digging and filling holes and trenches, spreading gravel and related materials and performing other tasks related to building and maintenance of railway tracks and roads",0.05
3366,9312,Civil Engineering Labourers,Loading and unloading construction materials and equipment and transporting them to construction sites,0.1
3367,9313,Building Construction Labourers,Cleaning used building bricks and doing other simple work on demolition sites,0.05
3368,9313,Building Construction Labourers,Clearing various obstructions as instructed,0.1
3369,9313,Building Construction Labourers,Loading and unloading construction materials and equipment and transporting them around building sites,0.05
3370,9321,Manufacturing Labourers,Carrying out various manufacturing work manually,0.1
3371,9321,Manufacturing Labourers,"Moving, lifting, carrying, loading, unloading or washing raw materials or products in various manufacturing industries",0.05
3372,9321,Manufacturing Labourers,Sorting products or components manually,0.1
3373,9331,Hand Or Pedal Vehicle Drivers,"Loading or unloading goods, or assisting passengers in getting on or off a vehicle",0.1
3374,9331,Hand Or Pedal Vehicle Drivers,Moving a vehicle in the desired direction with due regard to other traffic and traffic regulations,0.1
3375,9331,Hand Or Pedal Vehicle Drivers,Inspecting vehicle components to identify wear and damage,0.1
3376,9331,Hand Or Pedal Vehicle Drivers,"Maintaining vehicles, making minor repairs and installing replacement parts",0.1
3377,9331,Hand Or Pedal Vehicle Drivers,Collecting fares or charges.,0.2
3378,9332,Animal-Drawn Machinery And Vehicle Drivers,Harnessing animals and hitching them to vehicles or machinery,0.05
3379,9332,Animal-Drawn Machinery And Vehicle Drivers,"Loading or unloading goods, or assisting passengers in getting on or off a vehicle",0.1
3380,9332,Animal-Drawn Machinery And Vehicle Drivers,Driving animals in the desired direction with due regard to other traffic and traffic regulations,0.1
3381,9332,Animal-Drawn Machinery And Vehicle Drivers,Collecting fares or charges,0.1
3382,9332,Animal-Drawn Machinery And Vehicle Drivers,Driving animals to haul wagons in mines or quarries,0.05
